uniqueID,drugName,condition,review,rating,date,usefulCount
53608,Alesse,Birth Control,"""Wait three to six months before jumping to conclusions about this pill. 
I highly recommend taking it. It cleared up my skin like crazy!!!""",9,25-Aug-15,9
89760,Celexa,Depression,"""I took this medication for about two months, and it did not relieve any of my symptoms, and it gave me headaches.""",1,7-Jul-09,17
33793,Junel Fe 1 / 20,Birth Control,"""For the past year or so, this pill has been a godsend. No worrying about an unintended pregnancy, great skin, short or non-existant periods...it&#039;s perfect. For my first year or so on it though, I was an emotional mess. I stopped wanting to go out and was near constantly sad. I have a tendency towards some mild anxiety (It is not severe and I choose to not take medication) but not depression, so I could deal with these symptoms (sort of) and figured that I&#039;d ask about switching at my yearly OB/GYN visit. Almost a week before I went though, it was like a switch was flipped. Now it&#039;s like I&#039;m not even on a medication. I will say though that I have always taken it RELIGIOUSLY down to the minute every single day, which I&#039;m sure helps a lot.""",9,18-Jun-17,2
121083,Venlafaxine,Anxiety,"""I believe this medication saved my life. I did feel extremely sleepy at first while my dosage was being raised but that went away quickly. I have a new feeling of wanting to get up and do things that wasn&#039;t there before. I also feel a sense of calm and peacefulness. The only side effects so far that were troublesome is constipation and sometimes it&#039;s hard to concentrate if someone is speaking.""",10,26-Jan-17,34
42739,Xulane,Birth Control,"""Have been taking Xulane for about 8 months, it&#039;s been great. Spotting during the first two months, tired with some increase in appetite until my body adjusted. I do notice mild headaches during days (1-2 times per week). Of course, breasts are swollen, which isn&#039;t a terrible side effect. I&#039;ve had no nausea, no weight gain, and my mood seems more balanced. I have a history of depression, and have not had any issues outside of baseline while using Xulane. I have fewer PMS symptoms- less depressed, less irritable, don&#039;t want to run people over then cry because I&#039;m a horrible person for thinking that :/ It&#039;s been very effective.""",9,11-Jan-17,8
84606,Ethinyl estradiol / norgestimate,Acne,"""Absolutely HORRIBLE! My pharmacy switched me over from Tri-Pravafram, which was working very well for me. I was told this medication was &quot;exactly the same&quot; as the Tri-P...Lies. Within one week, I had had two acne cysts near my mouth. This never happened to me. Two weeks later, my entire face was covered in cysts and painful whiteheads..my forehead and chin/jawline took the worst beating. I didn&#039;t really connect the medication to my issue since the pharmacist had assured me this drug was identical to what I was on before until about 3 months later. I switched pharmacies, and got on Tri-Sprintec and everything cleared up within a month.""",1,28-Jul-16,1
131392,Generess Fe,Birth Control,"""I started taking this birth control a few months before I got married to my husband.  It&#039;s the first and only brand I&#039;ve ever tried, but I&#039;ve noticed no side-effects.  Even during that crazy pre-wedding time, there wasn&#039;t any weight gain or crazy mood swings (I was slightly nauseous the first few days, but it was very temporary).  I&#039;ve been on it 2 years now with no problems.  Periods are very light, no problems.""",10,25-Oct-14,11
123692,Skyla,Birth Control,"""The insertion I was painful but the type of cramp you get the day before your period. The doctor told me she loved me and did everything with ease. 
I&#039;ve been on skyla for a month now and have spotted everyday and I think I am on my period now. It&#039;s hard to tell the difference since the pain is severe for both. I&#039;ve been in unbearable pain everyday for a month. My uterus laughs at midol and norco. They only thing that works is naproxen, but if I don&#039;t take it before is loses the effect then I&#039;m in pain for the rest of the day especially since it takes 2 hrs to kick in. I&#039;ve been throwing up for 3 weeks now and it can be due to the pain. I&#039;m going to stick with it. I can&#039;t have done this for nothing""",4,11-Mar-17,3
165340,Levonorgestrel,Birth Control,"""I had skyla inserted last year. I&#039;ve never had a child before, so the insertion process was uncomfortable for me. I took pain medication before hand and was given medication by my doctor to insert into my vagina prior to soften my cervix. I had mild cramping over the next month, and decent amount of bleeding. 

After a month of having the IUD, I started to develop severe joint pain and dry, red eye. I followed up with my gyno, and she had me go to a primary care doctor for my symptoms. I had blood work done for a lot of different factors, and everything came back negative. My PCP recommend that I have it removed, I am very glad that I did my joint pain went away within 2 weeks of the IUD being removed. My doctor thinks I had an allergy""",3,26-Jun-17,0
65350,Yasmin,Acne,"""I am 20 and have had terrible skin since I was about 15. After taking the Yasmin pill as well as Duac cream from my doctor my skin is so clear and smooth! Everyone keeps saying to me OMG your skin is amazing! I would definitely recommend it it&#039;s been brilliant. Only side affect may be mood swings but even at that I&#039;m still not sure...""",9,5-May-15,18
188476,ParaGard,Birth Control,"""Heavy heavy periods were brought on with this iud. It did the job as far as keeping me from getting pregnant, but wow the periods have been heavy (go through a super tampon in less than an hour!).
Finally getting mine out today. Actually got on birth control pills to make the periods lighter while having the iud and I have never had very heavy periods prior to this.""",3,14-Dec-16,3
133641,Bactrim DS,Acne,"""Granddaughter in hospital thanks to this, everyone do the research""",1,15-Jul-17,0
124509,Skyla,Birth Control,"""I have had Skyla for 4 months, before insertion I took 800mg of motrin, while the procedure still hurt, it only lasted for a couple of minutes. After I left I took another motrin in hopes to avoid any cramping, I felt a little weird at first kind of delicate I suppose but nothing horrible. That night I had some painful cramps but nothing some ibuprofen couldn&#039;t handle. The next day I felt completely fine, just some minor cramps here and there but no weight gain or mood changes. I chose this birth control because I was having irregular periods, I am 24 with no children and live an active lifestyle. It has been a great experience, I do not really have periods anymore and it has regulated all of my pms symptoms.""",10,3-Jun-15,7
